Work_Location,Age,Experience_Years,Work_Hours_Per_Week,Salary,Sleep_Hours,Social_Interactions,Productivity,Isolation_Score,WellBeing_Score,Stress_Level
Hybrid,24,2.3,48.7,7106,6,7.2,79.6,5.25,3.48,High
Office,44,18.8,46.5,11422,8.5,2.3,87.9,3.04,4.8,Medium
Office,27,5.2,53.5,6409,6.7,5.6,72.9,4.65,4.09,High
Hybrid,21,0,47.2,6978,6.4,5.2,68.6,4.24,2.83,High
Remote,27,6,37.9,8382,6.3,3.8,71.2,8.43,2.2,High
Office,34,10.4,41.4,8595,5.8,6.2,65,3.24,3.07,High
Hybrid,38,16.7,47.8,11186,7.2,5.3,65.2,4.65,4.12,High
Remote,26,4.7,47.1,9042,4,2.2,70.5,5.35,1.55,High
Remote,39,12.5,38.1,11158,7,5.7,80.5,7.59,2.46,High
Office,39,16.5,53.8,10007,6.3,3.6,65.5,2.83,2.91,High
Office,35,10.4,43.5,9477,6.6,2.7,78.1,1.98,4.5,Medium
Hybrid,47,22.2,43.5,13033,5.7,4.7,64.4,4.92,3.15,High
Office,26,4.8,47.8,7998,7.7,1.1,70.7,3.49,3.9,High
Remote,22,0.9,41.4,7329,8,7.1,68.3,9.06,3.89,High
Office,36,13.5,41.9,9946,7.5,9.2,87.7,2.26,6.53,Medium
Remote,27,4.7,37.4,8529,6.7,2.3,79.1,5.73,3.23,High
Remote,30,7.4,37.1,8654,5.4,7.4,74,6.14,3.41,High
Remote,33,7.7,32.7,9398,7.3,4.6,75.2,6.04,2.61,High
Hybrid,45,20.5,42.1,12085,5.3,2,81.3,5.99,2.58,High
Office,33,9,56.5,8142,6.3,6.3,65.2,1.45,3.51,High
Office,33,8.8,49.8,8310,6,4.3,69.6,3.11,3.09,High
Office,30,7.6,51.4,8626,4,6.8,53.4,2.74,2.34,High
Hybrid,33,10.6,44.1,8484,4.7,2.2,69.1,5.03,1.82,High
Remote,42,18.2,45.5,12060,6.1,5.9,87.6,4.19,2.55,High
Remote,41,16.4,38.7,11675,5.9,7.2,71.9,6.83,3.63,High
Office,38,10.8,44.5,9403,7.8,3.4,67.3,3.76,3.62,High
Remote,32,8.6,46.3,10563,5.9,0.5,55.4,8.93,1.21,High
Office,33,7.3,57.3,8139,6.2,4.5,66.7,3.78,2.58,High
Hybrid,29,7.6,42,7135,7.2,5.1,62.1,4.82,4.81,Medium
Hybrid,21,0,49.1,6644,5.6,3.8,73.2,4.09,2.51,High
Hybrid,39,16.6,48.9,10286,7.4,6.7,73.2,4.57,3.83,High
Hybrid,33,9.8,47,8697,6.8,0.1,70.7,4.46,1.72,High
Hybrid,27,5.7,55.8,8487,6.8,4.4,58.4,4.54,1.03,High
Remote,38,11.3,38,10167,7.3,7.7,100,7.12,4.5,High
Remote,35,9.8,49.7,10008,6.5,0,70.3,6.22,0.88,High
Office,30,6.2,45.5,7309,7.7,4.1,83.2,4.04,3.29,High
Office,26,4.9,35.6,7716,8.1,2.3,92.8,3.16,3.3,High
Remote,32,7.6,40.4,8920,6,7.1,94.4,6.27,3.81,High
Remote,46,15.8,44.9,11567,4.5,6.4,61,7.91,2.39,High
Remote,33,10.9,49.5,8600,7.1,5.5,69.6,5.68,2.83,High
Remote,30,8.1,45.6,9114,5.4,6.8,71.3,7.27,1.87,High
Office,28,6.8,46,8050,6.1,5.2,64.1,3.43,1.87,High
Remote,33,9.5,47,10462,7.1,5.7,77.4,5.08,3.85,High
Remote,34,10.5,44.8,10098,8.6,2.1,90.1,5.4,3.93,High
Remote,37,10.5,47.7,9944,6.1,3.7,58.8,6.3,0.98,High
Remote,42,19.2,40,12606,6.4,6.8,76.5,6.9,2.25,High
Remote,21,0,39.3,6012,6.6,4.1,71.6,8.48,2.87,High
Remote,35,13.4,43.6,11185,7.8,6.9,79.4,8.88,3.22,High
Hybrid,38,11.2,42.3,9064,6.7,4.6,84.4,2.34,3.59,High
Office,40,18.5,49.7,11062,5.4,4.9,73.6,3.04,1.75,High
Hybrid,30,5.6,48.3,7120,7.3,5.2,79.8,6.95,3.22,High
Remote,40,16.4,35.7,12286,7.1,5.7,63.8,5.63,3.15,High
Hybrid,36,14.4,41.1,10034,8.5,6.8,62.2,4.93,4.69,Medium
Office,56,28.6,52.4,14024,6.7,4.1,84.7,3.99,4.51,Medium
Office,26,4,39.7,6266,6.3,6.2,75,1.43,3.84,High
Remote,29,5.7,47,8943,4.3,6.8,62.3,7.87,1.49,High
Remote,29,6.2,44.2,9543,7,4.6,76,7.05,2.94,High
Remote,32,9.6,46.5,10002,6.2,3.1,51.1,6.62,2.38,High
Remote,36,12.1,30,10562,8.7,4.8,81,4.76,2.55,High
Remote,30,8.4,41,8907,5.8,5.7,81.5,7.51,2.96,High
Remote,21,0,38.9,6700,4.8,3.5,78.6,7.75,1.4,High
Hybrid,30,7.6,48.9,8559,6.2,4.8,80.7,6.04,1.74,High
Remote,37,11.9,41.1,10720,6.5,2.3,66.5,5.36,1.62,High
Office,24,2.9,40.6,6055,6.7,6.1,53.1,2.45,5.14,Medium
Hybrid,32,11,49.1,8580,6.1,3.4,56.6,4.59,2.53,High
Remote,33,9.1,36.8,10189,7.1,5.3,80.3,6.39,3.61,High
Remote,37,12,50.8,9941,6.5,2.3,74.9,8.78,2.12,High
Office,37,11.1,49.5,9167,6.8,6.3,84.1,2.98,4.22,High
Hybrid,42,16.9,49.5,11590,5.7,4.3,74.3,3.4,1.67,High
Remote,32,7.6,44.4,9284,8.6,5.9,77.5,6.11,4.46,High
Remote,32,8.3,33.7,8973,7.2,5.6,78.7,4.94,2.88,High
Remote,21,0,46.2,6638,8.3,3,60.9,8.97,2.63,High
Office,37,12.2,41,9231,6.9,5.6,69.8,2.64,4.33,High
Office,21,0,49.1,5171,7,7.4,61.5,1.98,3.84,High
Remote,37,15.6,46.4,11085,6.9,7.9,58.6,4.44,3.63,High
Remote,31,6.3,45.3,8002,5.1,6.5,66.6,6.84,2.43,High
Office,37,15.9,41,9693,6,5.9,73.9,4.32,4.32,High
Remote,27,5.1,40.6,8381,6.6,5.6,78.9,8.57,1.84,High
Remote,23,1.8,39.7,5711,6.1,0.2,75.4,6.82,2.17,High
Remote,44,14.3,33.7,11436,8.6,4.3,75.3,6.7,2.32,High
Remote,29,7.4,44.7,9529,5.6,5.8,69,7.42,1.79,High
Hybrid,39,12,41.6,10760,6.9,4.5,87.9,3.52,3.79,High
Office,24,1.8,47.7,6297,5.1,8.6,60.5,3.78,3.6,High
Office,28,6.1,33.4,6647,8.2,5.5,81.8,2.54,4.95,Medium
Hybrid,21,0,42.3,6975,7.4,10,67.2,4.51,5.38,Medium
Remote,38,12,38.2,9995,5.1,4.7,70.6,8.23,1.6,High
Remote,26,3.2,48.2,8453,6.6,5.8,74.3,5.76,2.41,High
Hybrid,37,10.9,46.5,10159,5.5,1.1,58.5,3.96,1.84,High
Office,36,11.6,46.9,8802,6.2,4.3,73.7,0.39,5.01,Medium
Remote,31,8.5,41.8,9443,6.5,2,67.6,8.93,1.61,High
Remote,34,12,38.2,9972,4.7,6.5,72.3,8.23,2.81,High
Office,37,14.4,51.9,10195,6.6,5.3,66.7,3.25,1.99,High
Remote,37,10.3,46.2,10225,6.2,5.2,60.2,5.78,2.85,High
Remote,42,17.5,44.1,12439,6,6.1,68.5,6.19,2.6,High
Remote,38,11.3,41.2,11087,5.1,5.9,74.3,6.8,3.26,High
Office,32,7.7,33.8,7408,7.5,3.2,78.1,0.92,5.5,Medium
Remote,31,9.1,34.5,10263,6.7,6.2,79.8,7.98,2.69,High
Hybrid,28,5.1,41.4,7857,5.5,4.8,77.6,4.49,4.13,High
Remote,35,13,45.7,10410,8.6,5.1,86.7,6.69,2.79,High
Hybrid,36,13.3,46.8,9713,6.1,3,86.7,2.9,2.9,High
Office,43,19.9,35.5,11924,5.7,6.8,72.4,2.71,3.6,High
Office,27,4.2,42.9,7303,6.9,4.7,82.7,3.41,4.12,High
Office,33,9.5,43.2,9094,6.6,4.2,63.7,3.36,4.47,High
Hybrid,23,1.9,44.2,6336,7.8,5,82,3.9,3.65,High
Remote,25,3.6,39.3,7821,6.3,6,86.6,5.41,4.38,High
Remote,31,8.2,42.5,9495,7.3,4.4,86.4,10,2.43,High
Remote,21,0,43.3,6579,6.6,7.9,65.8,6.67,4.82,Medium
Remote,30,8,37,9265,4.4,2.6,62.9,6.56,1.55,High
Remote,26,4.9,34.5,7386,5.2,5.2,77.6,5.92,2.31,High
Remote,32,7.8,42.9,9208,8.5,7,73.3,8.07,3.33,High
Hybrid,37,15.9,47.1,10661,5.5,2.7,69,4.26,2.13,High
Remote,32,7.9,42,9775,5.7,3.2,69.1,9.76,1.98,High
Office,31,8.6,41.9,7684,6.8,3.9,72.1,3.11,3.24,High
Remote,32,7.7,30.7,9459,6.2,6.4,80.1,7.04,3.9,High
Remote,47,21.2,40.3,13831,5.6,6.4,69.5,6.35,2.71,High
Hybrid,21,0,45.6,6951,6.7,0.3,76.3,2.74,3.27,High
Remote,44,20.9,38.4,12993,6.8,5.2,77.7,7.47,3.1,High
Hybrid,22,1,44.4,6867,6.4,6.3,59.6,4.47,3.25,High
Remote,21,0,35.5,7116,6.6,4.7,72.5,6.48,3.17,High
Remote,44,21.4,46.8,12933,5.3,8.2,70.3,8.16,2.24,High
Office,24,1.9,56.1,6016,8.1,5.9,69.4,1.44,4.57,Medium
Remote,44,16.5,48.8,11822,5.4,3.1,55.6,7.73,1.33,High
Remote,35,9.9,33.8,9663,6.1,4.2,76.7,4.67,3.66,High
Remote,49,24.3,44.6,14245,6.5,5.7,92.1,5.17,2.39,High
Hybrid,36,14.1,39.2,11153,6.4,6.4,66.3,4.88,3.47,High
Remote,44,16.8,38.8,12867,6.1,4.8,70.3,6.31,2.79,High
Office,38,16.2,45.6,9810,6.5,4.4,79.8,3.3,3.87,High
Office,35,11.4,49.2,8685,4.5,5.2,58,3.29,3.63,High
Remote,32,10.5,50.9,9990,6.1,8.1,60.1,3.83,4.43,High
Office,44,14.4,45.1,10921,8,2.7,92.7,2.23,4.05,High
Remote,31,7.7,44.5,9378,7.4,2.8,67.1,9.73,1.94,High
Remote,33,8.3,42.1,9018,6.2,6.8,82.5,5.67,3.51,High
Office,32,7,37.1,7853,7.8,4.8,85.3,3.72,3.98,High
Remote,28,6.6,43.4,9509,6.5,6.7,82.5,7.62,4.18,High
Hybrid,23,1.9,44.4,6424,5.4,5.8,50.2,3.87,2.79,High
Hybrid,47,16.8,41.8,11827,9,5.6,88.4,2.72,5.74,Medium
Hybrid,27,5.1,42,7359,5.3,6.1,76.6,3.39,2.84,High
Hybrid,29,5.9,46.5,8064,5.3,1,63.3,4.39,0.39,High
Remote,34,12.6,41.1,10667,7.3,0.7,70.2,7.94,1.49,High
Remote,38,14.5,55.5,11330,6,6.4,67.4,5.44,3.89,High
Hybrid,44,16.2,52.5,11926,7.1,4.2,74.1,4.45,2.75,High
Office,24,3,58.5,7078,5.9,6.5,59.5,4.87,4.06,High
Office,25,3.1,45,7765,5.9,6.5,59.6,1.96,4.15,High
Hybrid,26,4.3,53.6,6913,5.6,0.3,80,4.98,1.87,High
Office,35,13.4,58,9851,6.6,5.2,74.9,1.72,5.44,Medium
Remote,27,3.6,41.1,8975,6.2,8.3,63.5,7.21,3.37,High
Remote,34,12.4,44.6,10939,6.2,7.2,67,6.89,2.94,High
Office,31,6.9,53.8,7880,5.8,5.9,54.1,2.73,3.08,High
Remote,39,17.8,38.4,11489,7.3,6.5,68.7,8.63,1.9,High
Hybrid,25,3.6,44.2,7909,6.8,8.8,85.3,4.24,3.24,High
Remote,36,9.8,39.4,10309,7.2,6.7,75.5,7.45,3.18,High
Office,26,3.1,43.5,6504,5.8,0.4,70.7,2.61,2.33,High
Office,41,19.1,43.2,10757,5.8,3.7,81.7,1.2,4.05,High
Hybrid,36,10.6,43,9604,6.1,5.6,74.3,4.47,2.64,High
Office,36,14.1,55.5,10178,6.4,6.1,66.9,3.1,4.25,High
Remote,38,14.7,40,10390,6,6.2,75,9.15,2.97,High
Remote,54,32.7,41.3,16536,7.6,2.3,79.7,7.02,4.02,High
Office,36,13.7,44.9,9277,7.1,2.3,73.6,2.07,3.46,High
Hybrid,29,7.7,50.7,8721,4.4,7.2,64.1,3.56,3.12,High
Office,21,0,45.1,5190,6.9,3.8,82.3,2.98,3.01,High
Office,40,13,37.6,9553,6.6,5.2,70.5,3.84,3.49,High
Remote,34,8.3,43.4,9442,4,8,71.6,7.24,3.35,High
Remote,23,1.6,42.7,7727,6.7,2.9,90.4,8.54,2.1,High
Remote,46,21.5,39.5,12833,6.2,2.3,67.3,7.91,2.48,High
Remote,41,17.2,47.9,11482,6.8,2.6,80.9,6.61,1.89,High
Remote,28,5.8,40,8910,8.1,9.3,78.3,5.73,2.85,High
Office,38,11.7,38,10245,6.5,3.2,87,1.39,4.49,High
Office,29,7.4,60,8041,7.3,7.8,61.7,3.63,4.13,High
Office,30,7.6,48.6,7555,6,4.7,77.7,0.68,4.38,High
Hybrid,28,4.4,45,8380,5.9,8,70.2,1.78,3.14,High
Hybrid,33,9,46.7,10154,6.1,5.3,67.2,2.82,4.25,High
Hybrid,32,9,42,8415,7,7,69.6,5.45,4.26,High
Remote,37,10.2,32.4,10393,6.6,7.3,82.1,9.06,2.92,High
Remote,22,1,31.5,6864,5.1,6.5,88.5,8.37,3.39,High
Hybrid,39,11.2,44.9,10130,6.2,0.9,83.2,4.14,1.07,High
Office,32,7.1,43.2,7821,6.3,1.9,59.4,1.83,2.49,High
Hybrid,22,0.8,51.9,6258,5.2,5.5,74.2,5,3.14,High
Office,34,9.5,47.9,8046,4.9,2.9,53.8,3.04,1.72,High
Remote,42,14.4,38.6,10644,6.2,2.4,77.8,5.61,1.7,High
Office,33,7.9,50.5,9268,6.5,3,58.1,3.29,1.85,High
Remote,47,25.4,41,14323,5.6,9.1,75.8,5.79,4.88,Medium
Office,32,8.5,47.9,8399,6.8,6.5,94.9,1.97,4.91,Medium
Remote,28,5.8,52,7998,4.9,3.6,66.9,8.88,1.82,High
Remote,32,9,49.2,9316,5.3,4.3,56.4,6.17,2.34,High
Office,21,0,60,5793,4,3.8,56.1,3.86,1.36,High
Remote,21,0,46,7030,6.2,5.3,63.1,10,2.55,High
Remote,29,5.8,38.5,9012,5.9,2.2,65.1,6.12,2.23,High
Office,31,7.1,40.7,7776,6.8,8.1,73.4,1.41,5.3,Medium
Remote,42,19.7,38.6,13039,5.7,4.8,88.9,7.52,2.64,High
Office,43,19.6,44.5,11501,5.2,5,65.5,3.49,2.64,High
Office,35,13.6,41.7,10002,7.5,4.1,85.6,3.11,3.35,High
Remote,29,7,53.4,9147,5.5,4.8,69.6,8.19,2.39,High
Remote,36,10.5,48.1,10150,6.2,5.5,84.4,7.06,2.5,High
Remote,34,12.1,35.1,10516,5.7,6.2,56.9,7.65,3.81,High
Remote,40,18.4,35.8,12091,5.9,3.3,66.9,5.53,1.09,High
Remote,29,7.4,38.6,10486,6.6,5,92.5,8.25,3.64,High
Remote,35,10.5,39,10065,8.8,8.4,86.3,6.43,3.86,High
Office,29,7.4,53.9,7718,8,6.2,79.8,4.17,4,High
Hybrid,30,6,47.5,7842,5.5,0.1,57.8,4.75,1.64,High
Hybrid,21,0,47.1,5187,4.9,3.7,77.4,3.35,3.42,High
Hybrid,30,8,42.2,9411,6.7,1.1,58.8,2.82,2,High
Hybrid,21,0,41.7,6675,6.9,6.8,62.2,4.78,4.1,High
Remote,36,11.2,37.6,10988,4.4,3.5,67.3,6.47,2.07,High
Office,21,0,48.9,6000,6.6,4.9,78.8,3.3,3.28,High
Remote,22,0.7,39.4,7350,6.6,3.4,78.8,5.48,0.19,High
Hybrid,23,1.6,44,6719,6.5,0.8,63.6,5.33,1.72,High
Hybrid,42,13.6,45.7,10708,8.4,7,70.5,3.3,4.18,High
Office,37,11.1,56.4,9910,4.3,4.9,65.5,3.26,2.46,High
Office,22,0.7,41,5709,6.2,8.7,69.2,3.07,4.51,Medium
Hybrid,28,5.3,54.2,7952,5.9,4.7,74.7,4.16,3.04,High
Hybrid,44,14.4,46.8,11498,9,4.5,79.9,5.37,3.18,High
Remote,21,0,41.6,6387,8,6.4,63.6,7.49,3.18,High
Office,34,12.1,40.9,10254,4.5,4.5,71.1,2.63,3.55,High
Remote,34,11.6,48.9,10695,4.6,6.7,64.6,6.38,2.36,High
Remote,35,9.3,38.1,9307,5.5,3.3,74.1,6.34,2.42,High
Remote,37,13,50.2,10801,6.5,5.5,72.2,5.79,2.91,High
Office,25,2.6,52,7020,5.2,3.9,71.6,2.29,3.93,High
Remote,25,3.3,46.6,7319,5.9,7,71.5,7.3,2.02,High
Office,32,7.5,43.5,8466,7.3,4.7,90.4,2.49,3.4,High
Remote,49,21.6,40.6,13570,5.5,2.7,69.6,7.98,2.81,High
Office,30,6.7,50.6,7697,5.2,4.8,69.5,2.49,3.97,High
Hybrid,30,7.7,44,8534,6.6,6.6,63.2,4.03,4.62,Medium
Office,23,1.9,46.9,5417,8.8,6.7,75,2.42,4.36,High
Remote,22,0.8,46.4,8305,6,7.5,84.9,7.3,3.49,High
Office,24,3,40,6765,6.6,1.7,81.4,3.57,2.45,High
Office,39,12.6,54.9,9972,6.1,3.9,52.9,3.11,2.36,High
Hybrid,22,0.7,44.6,5879,8.7,6.3,72.4,4.07,3.64,High
Hybrid,38,12.6,45.2,10648,9,3.8,79.1,4.44,5.18,Medium
Hybrid,34,12.3,46.1,9942,5.2,3.7,62,5.13,1.67,High
Hybrid,29,6.1,42.3,7611,7.7,8.1,62,4.96,5.77,Medium
Remote,33,10.4,48.9,10113,7.9,3.2,61.4,9.66,1.68,High
Hybrid,35,11.2,44.7,8626,8.5,6.9,68.5,2.24,4.43,High
Office,35,8.4,36.4,7493,6.7,3.1,78,3.4,3.03,High
Remote,26,4.8,35.3,7991,9,8,77.7,6.12,4.28,High
Office,36,10.1,53.9,9132,4,3.6,67.7,3.86,2.55,High
Office,39,13.8,37,9094,5.2,4.3,81.1,1.28,4.13,High
Remote,29,6,44.1,8211,4.5,5,74.2,5.21,2.33,High
Hybrid,28,4.3,47.5,7423,6.5,5.6,72.9,3.69,4.34,High
Office,30,7.2,49.1,8153,6.1,2.3,84.6,1.53,2.86,High
Remote,37,15.3,38.5,11310,6.7,5.1,74.2,8.06,1.85,High
Hybrid,29,6.3,43.1,7394,6.3,2.3,72.6,2.17,3.13,High
Remote,31,9.7,49.5,9827,6.3,7.7,76.1,4.87,4.32,High
Hybrid,21,0,43.5,7331,6,2.1,54.5,4.18,1.93,High
Remote,37,11.7,45.8,10169,6.6,5.6,75.5,7.93,2,High
Remote,29,5.4,41.3,8402,7.5,4.6,80.5,7.84,2.47,High
Office,27,5.4,49.5,7827,5.9,4.4,69,3.98,3.23,High
Office,27,5.9,54.5,7772,7.2,4.9,83.9,3.53,3.9,High
Remote,32,7.2,44.7,8625,6.3,8.1,64,5.24,5.21,Medium
Office,33,10.8,56.4,9308,6.2,1.9,71.7,3.14,3.04,High
Office,27,5.4,48.9,7630,6.7,4,57.8,2.48,3.15,High
Remote,38,12.5,42.7,10821,4,3.4,93.2,6.39,1.54,High
Remote,26,4.2,44.5,7781,8.3,4.6,63.6,4.23,4.58,Medium
Office,41,20,47.2,11274,6.1,4.6,56,4.31,2.16,High
Remote,29,4.9,52.6,7600,7.6,5.4,65.1,6.67,0.9,High
Remote,21,0,45.5,6955,5,2.3,51.6,6.62,2.08,High
Hybrid,36,10.1,46.4,8888,7.2,5.5,100,5.61,2.49,High
Office,24,1.9,47.9,6503,7.4,5.4,66.2,3.08,3.44,High
Remote,26,3.7,41.1,7982,5.8,2.3,72.1,7.66,2.85,High
Remote,36,12.2,41.1,10038,5.5,5,68.7,5.19,2.83,High
Remote,36,10.1,42.4,10253,8.4,4.7,94.8,6.85,4.02,High
Remote,50,25.2,38,15032,5.9,6,57.8,5.94,2.96,High
Remote,35,8.6,55,9931,5.7,4.4,70.5,7.11,3.47,High
Remote,30,5.8,50.6,9616,7.1,4.6,64,7.63,2.32,High
Remote,34,10.7,43,10176,5.7,2.2,51.1,7.27,1.57,High
Remote,26,3.3,46.9,8175,6.5,4,70.9,7.68,2.94,High
Remote,29,7.4,47.6,9473,7.1,2.3,57.6,7.17,1.99,High
Remote,40,17.2,35.2,13126,7.2,4.4,73.7,4.27,3.59,High
Hybrid,28,6.3,43.6,8232,7.3,4.3,69.7,5.07,4.33,High
Remote,41,15.8,42.4,11530,4.6,4.3,52.4,6.01,1.4,High
Hybrid,29,6.8,42.9,8600,5.7,5,61.9,5.27,3.57,High
Remote,26,4,44.6,8404,5.5,1.8,67.7,6.62,1.22,High
Hybrid,21,0,53.2,5701,6.5,2.1,45.8,5.39,1.98,High
Office,28,4.5,47.4,6849,5.1,4.9,69.7,2.91,3.7,High
Office,34,11.4,44.5,9244,7.4,2.7,62.1,3.05,2.85,High
Office,21,0,53.6,5064,6.6,4.2,58.8,4.63,3.4,High
Remote,26,4.7,36,8275,6.2,8.7,71.7,5.21,4.44,High
Remote,37,15.6,33.4,10938,6.5,0,82,7.16,0.41,High
Office,36,11.7,49.2,9281,6.3,7.1,77.6,3.53,3.18,High
Remote,30,7,48,8292,4.6,4.3,62.3,8.69,0.67,High
Hybrid,47,20.4,53.5,11891,5.6,4.3,62.2,4.37,2.66,High
Remote,38,12.6,43.4,10863,6.2,4.2,61.9,7.43,1.85,High
Remote,46,22.3,43.2,12718,7,5.5,81.7,6.88,4.12,High
Office,35,12.5,45.5,8860,5.2,4.8,77,2.63,2.28,High
Remote,36,10.6,47.1,10215,5.9,6,73.9,4.66,3.18,High
Remote,30,7,46.5,9740,5.7,1.8,81.1,9.73,1.85,High
Remote,32,7.1,40.4,8342,6.6,5.6,59.2,6.43,3.3,High
Office,37,10.2,55.1,9042,4.6,3.9,52.8,3.58,2.74,High
Remote,36,11.6,36.6,10705,6.8,4.6,71.4,6.56,3.74,High
Remote,29,5,48.9,9582,7.5,5,70.8,5.78,4.13,High
Office,44,22.7,42.6,12025,7.9,3.2,73.7,2.81,4.76,Medium
Remote,39,11.2,39.7,11055,6.9,3,90,7.85,2.22,High
Office,35,10.1,57.1,8629,5,3.2,73.7,3.46,1.56,High
Remote,40,12,45,10722,5.5,6.4,75.2,6.18,3.14,High
Hybrid,39,16.8,48.4,11235,5.9,3.7,75.4,3.69,2.73,High
Office,26,3.3,46.8,7261,8.1,0.6,76.5,1.95,3.76,High
Remote,39,14,43.2,11716,6.4,4.7,81.9,7.15,2.28,High
Hybrid,28,5.4,45.6,7577,7.9,7.5,81.1,4.41,4.71,Medium
Office,25,3.6,57.9,6433,4.8,2,63.6,3.25,3.17,High
Office,27,4,44.8,7311,4.6,7,51.6,2.34,3.42,High
Remote,21,0,45.7,6578,5.8,6.2,83.3,5.99,4.4,High
Remote,28,6.2,35.6,9001,7.7,9.6,87.2,4.82,4.96,Medium
Remote,31,7.8,41.8,9215,6.6,3.1,67.8,6.72,2.78,High
Office,27,4.9,42.9,7758,6.7,4,73.1,2.65,2.33,High
Remote,41,17,38.4,12008,6.4,6.3,85.2,5.44,3.22,High
Remote,21,0,40.9,6484,5.6,5.8,42.5,6.98,2.17,High
Office,21,0,48.4,5861,6.7,2,77.2,2.38,2.27,High
Remote,28,4.7,42,8765,5,6.5,65,9.31,2.05,High
Hybrid,22,0.9,48.1,6617,4.2,7.9,57.8,4.41,3.57,High
Office,36,11,48.7,9691,7.7,5.6,82.7,2.51,4.19,High
Office,43,16.3,48.7,11176,8.1,5.5,76.3,3.82,3.14,High
Remote,23,1.5,36.2,7170,7.9,2.3,81.5,8.5,3.07,High
Remote,43,16.2,50.2,11742,6.6,6.1,71.3,7.56,1.82,High
Remote,38,15.8,37.1,11121,7.1,1.8,88,6.71,3.23,High
Remote,23,1.5,48.9,8176,6.9,5.6,74.5,8.67,2.78,High
Office,29,5.4,56.8,7098,4.4,6.2,71.2,4.83,3.39,High
Hybrid,35,8.8,50.5,9483,6.4,8.8,59.5,3.43,4.41,High
Office,44,18.1,52.6,10700,5.4,5.5,74.7,3.34,2.51,High
Office,38,11.4,60,8663,5.8,2.5,70.9,5.14,1.06,High
Office,21,0,52.1,5215,5.9,4.7,86.6,2.73,2.61,High
Remote,27,4.1,54.1,8022,5.3,6.9,63.6,5.29,3.63,High
Remote,31,7,37.1,8751,4.5,6.2,70.3,8.29,1.69,High
Remote,29,5.3,35,8510,8.3,4.9,77.1,5.12,4.85,Medium
Office,38,12.4,59.8,9454,6.7,3.2,63.4,3.28,2.63,High
Office,28,6.2,51,6611,6.1,5.9,66.7,1.17,4.08,High
Office,35,10.1,45.6,8563,5.5,3.2,67,3.41,1.42,High
Office,29,6.5,46.3,7820,6.2,1.4,67.1,4.01,1.68,High
Hybrid,24,2.4,41.9,6303,6.7,2.8,65,3.94,2.83,High
Office,42,14.3,41.4,10369,5.5,3.2,66.6,3.31,1.23,High
Remote,40,13,45.2,11471,6.9,3.7,63,6.48,1.77,High
Hybrid,33,9.7,41.8,9712,8.5,6.2,74.7,3.18,4.62,Medium
Remote,40,14,37.8,11245,5.6,7.2,54,6.17,3.31,High
Office,36,13.7,48.9,9335,5.4,9.7,73.7,1.45,4.98,Medium
Office,34,10.6,35.1,8276,7.5,9.1,83.8,2.27,4.1,High
Remote,30,8.7,41.6,9661,5.7,4.1,70.9,7.85,2.65,High
Office,24,2.6,41.9,6395,6,5,70.9,2.42,4.1,High
Office,44,21.7,51.8,11526,4.7,4.8,70.6,3.71,2.88,High
Hybrid,43,15.5,49.4,11381,6.3,5.7,62.7,3.59,3.72,High
Remote,27,5.8,46.3,8830,6.1,6,64.2,7.99,3.55,High
Hybrid,35,10.4,43.7,9750,7.8,4.5,72.3,3.93,3.44,High
Office,22,1,43,5321,6.7,5.1,69,3.14,3.42,High
Remote,35,13.3,38.4,10571,6.1,5.6,82,6.23,4.13,High
Remote,28,5.4,35.6,8039,5.7,4,55.9,8.38,1.6,High
Hybrid,31,7.7,40.2,9035,6.6,2.6,55.7,3.69,3,High
Hybrid,35,13.2,53.2,10605,6.2,2.3,62.4,4.69,3.34,High
Remote,25,2.5,36.2,7368,8.3,4.3,100,9.73,1.98,High
Hybrid,32,9.9,51.8,8820,7.2,5.5,70.1,4.51,3.88,High
Office,27,4,41.3,7211,6.6,6.3,62.5,2.5,4.09,High
Remote,30,6.4,44.7,8856,4.4,7,55.9,6.41,2.7,High
Remote,21,0,52.8,6655,5,6.2,68.2,4.66,4.1,High
Office,21,0,53.1,5661,8,8.7,69.8,1.68,4.37,High
Remote,32,7.1,49.3,8851,6.4,4.7,87.9,7.38,2.82,High
Hybrid,30,6.3,41.2,8528,5.8,5.8,72.6,3.23,3.23,High
Remote,31,6.2,37.9,7644,7.9,6.2,86.1,6.98,3.16,High
Remote,36,9.2,42.3,10346,6.1,2.9,77.6,6.18,1.74,High
Hybrid,36,12.4,42.9,8593,7.2,4,69.7,3.78,3.3,High
Remote,36,12.1,40.5,10685,7.2,6.7,74.7,7.1,3.26,High
Office,22,0.8,47.2,6374,8.3,7.4,68.9,4.27,4.71,Medium
Remote,38,16,40.2,10792,6.5,4.8,65.5,4.25,2.55,High
Office,29,7.5,40.4,7495,7.3,4.1,78.9,2.95,2.98,High
Hybrid,29,4.9,45.5,8326,5.5,2.5,79.2,3.92,2.8,High
Hybrid,34,11.8,47.7,10221,6.4,4,65.3,3.44,3.15,High
Remote,40,12.9,46.4,11819,6.6,8,72.3,6.07,2.81,High
Office,37,12.5,48,9132,6,8,79,1.87,4.23,High
Remote,23,1.6,47.3,7675,5.7,7,54.4,4.73,4.29,High
Hybrid,35,8.5,40.5,8182,7.1,5.4,75.8,4.72,3.94,High
Remote,40,17.7,41.2,12529,8.1,3.8,67.3,7.57,3.84,High
